 Node ID, Tensor(Element Stresses (2D & 3D)),
8250,-1.775E-04 -3.043E-01 1.881E+01 2.439E-02 -6.154E+00 -4.504E-01 ,
8251,3.142E-02 -1.084E+00 4.383E+00 3.044E-02 -1.004E+01 -2.104E-01 ,
8252,-3.062E-01 2.218E+00 2.174E+00 2.699E-01 -3.518E+00 1.251E-01 ,
8253,-1.025E-02 -6.614E-01 1.026E+01 -6.340E-02 -9.172E+00 2.646E-01 ,
8254,8.779E-02 3.947E-01 7.503E-01 3.382E-01 -9.342E+00 6.449E-02 ,
8255,3.113E+00 2.826E+00 1.368E+01 3.585E-01 -8.611E+00 4.156E-01 ,
8256,2.835E-01 9.813E+00 1.903E+00 -4.227E-01 -8.024E+00 9.513E-02 ,
8257,-6.799E-02 1.383E+00 6.442E+00 -1.245E-01 -8.615E+00 -2.092E-01 ,
8258,9.717E-02 6.787E-02 1.781E+01 3.534E-01 -8.295E+00 -3.527E-01 ,
8259,1.207E-01 -4.847E-02 3.171E+01 2.497E-01 -5.420E+00 -4.633E-01 ,
8260,1.856E-02 -5.146E-01 -8.265E+00 -1.579E-01 -8.957E+00 5.658E-02 ,
8261,-2.565E-01 8.386E-01 7.194E+00 1.100E-01 -6.146E+00 3.203E-01 ,
8262,-4.604E-02 -1.743E-01 -2.409E+01 2.764E-02 -5.352E+00 7.366E-02 ,
8263,2.375E-02 -2.293E-01 -2.687E+01 1.576E-01 -4.618E+00 2.151E-01 ,
8264,-4.167E+00 -4.555E-02 -4.912E+01 -1.581E-01 -4.723E+00 5.548E-01 ,
8265,7.990E-02 -1.589E-01 1.316E+01 -4.462E-01 -8.901E+00 2.230E-01 ,
8266,1.034E-01 -3.103E-01 -2.610E+01 -9.624E-02 -3.365E+00 -2.706E-01 ,
8267,-3.545E-02 1.184E+00 6.026E+00 1.253E-01 -1.028E+01 8.318E-02 ,
8268,1.070E+01 3.903E+00 4.938E+01 1.268E-01 -7.777E+00 9.702E-02 ,
8269,-1.342E-01 -2.019E-02 1.118E+01 9.078E-03 -6.203E+00 2.672E-01 ,
8270,-1.934E-01 -2.906E-01 -3.256E+01 -3.019E-01 -4.966E+00 -5.043E-01 ,
8271,-3.460E+00 -8.941E-01 -1.217E+01 -1.404E-01 5.942E-02 -5.909E-01 ,
8272,5.885E+00 5.226E+00 2.173E+01 3.745E-01 -7.681E+00 1.004E+00 ,
8273,3.606E-01 -7.205E-02 2.105E+01 6.499E-03 -4.573E+00 3.808E-01 ,
8274,1.638E-01 2.294E-01 2.112E+01 -5.265E-01 -7.641E+00 4.302E-01 ,
8275,-1.421E+00 -7.837E-01 -1.912E+01 8.945E-03 -8.982E-01 -2.624E-02 ,
8276,1.277E-01 -1.583E-01 1.667E+01 -2.496E-02 -6.584E+00 -4.451E-01 ,
8277,-1.721E-03 2.446E+00 3.772E+00 -2.623E-02 -1.163E+01 -5.723E-02 ,
8278,6.324E-02 2.820E+00 3.228E+00 -5.576E-03 -1.093E+01 1.004E-01 ,
8279,7.782E-01 -2.061E-01 3.756E+01 -8.045E-02 -4.217E+00 1.197E-01 ,
8280,2.266E-01 -6.954E-02 1.829E+01 -2.017E-02 -4.370E+00 -4.962E-01 ,
8281,1.269E-01 -4.364E-01 -2.032E+01 1.046E-01 -3.309E+00 -1.496E-01 ,
8282,-1.881E-01 3.304E-02 1.002E+01 -7.751E-03 -6.475E+00 5.683E-02 ,
8283,-4.152E-01 -1.203E+00 -8.493E+00 5.807E-01 -2.818E+00 3.090E-01 ,
8284,-8.870E-01 3.283E+00 1.949E+00 7.944E-02 -4.454E+00 -5.715E-02 ,
8285,-1.426E-01 -1.402E+00 -1.015E+01 -3.719E-01 -4.988E+00 1.872E-01 ,
8286,-3.896E-01 1.037E+00 5.829E+00 1.310E-01 -5.265E+00 3.461E-01 ,
8287,1.303E-01 2.015E-01 1.606E+01 4.565E-01 -8.394E+00 -1.658E-01 ,
8288,-3.841E+00 -8.339E-03 -4.979E+01 2.045E-01 -3.864E+00 -2.972E-01 ,
8289,-2.082E-01 -8.091E-01 -1.605E+01 1.769E-01 -3.463E+00 5.167E-02 ,
8290,3.276E-01 9.828E-02 3.091E+01 -2.346E-01 -5.392E+00 5.631E-01 ,
8291,-9.865E-02 3.830E-02 -3.105E+01 1.173E-01 -5.035E+00 4.124E-01 ,
8292,1.170E-01 -1.388E-01 -1.916E+01 -1.632E-01 -7.417E+00 -1.582E-01 ,
8293,3.955E-02 -2.954E-01 2.656E+01 1.156E-01 -4.099E+00 6.679E-01 ,
8294,1.664E+00 1.785E+01 4.392E+00 -8.109E-01 -1.140E+01 -1.680E+00 ,
8295,4.621E-01 -2.930E-01 3.174E+01 1.588E-02 -5.199E+00 -3.419E-01 ,
8296,-5.935E-01 6.317E+00 1.111E+00 6.611E-01 -4.735E+00 -1.727E-03 ,
8297,-4.385E+00 -3.470E+00 -1.775E+01 -3.680E-01 -7.867E+00 6.467E-01 ,
8298,1.901E-01 -3.241E-01 1.071E+01 1.208E-01 -9.187E+00 -2.230E-01 ,
8299,2.261E+00 2.378E+01 2.950E+00 -3.362E-02 -1.127E+01 -8.872E-01 ,
8300,7.772E-01 3.347E-01 2.750E+01 8.290E-01 -7.316E+00 -2.222E-02 ,
8301,2.206E-01 -6.320E-02 2.365E+01 3.163E-01 -6.935E+00 -4.390E-01 ,
8302,1.396E-01 -3.365E-02 -1.729E+01 -3.636E-01 -7.859E+00 -3.010E-01 ,
8303,-1.838E-01 -9.447E-01 -1.557E+01 1.739E-01 -3.528E+00 -1.411E-01 ,
8304,-3.653E-02 -5.340E-01 1.222E+01 -2.119E-01 -9.113E+00 1.326E-01 ,
8305,-1.669E-01 -2.925E-01 -1.557E+01 6.743E-01 -8.474E+00 2.108E-01 ,
8306,-6.788E-01 1.151E-01 -3.838E+01 2.289E-01 -4.355E+00 3.942E-01 ,
8307,5.208E-02 -4.842E-01 1.561E+01 5.983E-02 -7.682E+00 -3.941E-01 ,
8308,1.861E-02 1.279E-01 -3.382E+01 -9.819E-02 -3.954E+00 -2.119E-01 ,
8309,-3.881E-01 2.350E+00 2.068E+00 -3.762E-01 -3.805E+00 -2.462E-01 ,
8310,-2.060E-02 -5.802E-01 6.093E+00 1.003E-01 -9.686E+00 -4.425E-02 ,
8311,-1.259E-01 -3.950E-02 1.109E+01 -3.542E-02 -6.345E+00 -2.045E-01 ,
8312,-8.760E-01 1.825E+00 2.701E+00 -9.880E-02 -3.637E+00 -1.330E-01 ,
8313,1.706E-01 1.447E-01 1.165E+01 9.319E-01 -8.866E+00 -1.952E-01 ,
8314,4.503E+00 2.156E+00 5.115E+01 -4.538E-01 -5.088E+00 -2.501E+00 ,
8315,1.247E-01 -1.691E-01 2.077E+01 -9.355E-02 -5.693E+00 2.185E-01 ,
8316,-9.907E-02 -2.870E-01 -2.887E+01 1.653E-01 -5.053E+00 3.729E-01 ,
8317,-1.056E-01 3.794E-02 2.433E+01 -5.764E-01 -7.376E+00 1.783E-01 ,
8318,5.747E+00 4.845E+00 2.291E+01 -5.349E-01 -7.409E+00 -1.371E+00 ,
8319,1.264E-01 -8.558E-01 -2.754E+00 1.088E-01 -9.168E+00 -4.303E-02 ,
8320,2.181E-01 -1.265E-01 -2.358E+01 -3.830E-02 -2.621E+00 -1.676E-02 ,
8321,-1.010E+00 1.700E+00 2.747E+00 -3.993E-02 -3.516E+00 -8.689E-02 ,
8322,1.786E-01 -9.483E-01 -2.024E+00 -3.712E-01 -8.197E+00 1.136E-01 ,
8323,3.718E-01 2.086E-01 3.236E+01 -1.305E-01 -4.625E+00 3.404E-01 ,
8324,7.675E-01 1.118E+01 2.025E+00 -3.050E-02 -9.331E+00 1.525E-01 ,
8325,5.751E-01 1.073E+01 2.071E+00 -2.145E-01 -9.088E+00 1.591E-01 ,
8326,-5.214E-02 -1.301E+00 -1.230E+00 3.098E-01 -9.043E+00 -1.097E-01 ,
8327,-1.182E+00 1.936E+00 1.397E+00 2.922E-01 -2.213E+00 4.660E-02 ,
8328,5.166E-01 9.938E+00 3.845E+00 6.966E-01 -8.668E+00 1.302E+00 ,
8329,-6.920E-02 -1.195E+00 -1.325E+00 -1.532E-01 -9.456E+00 2.025E-02 ,
8330,-1.879E+00 -1.917E+00 -8.496E+00 -5.749E-01 -8.461E+00 3.721E-01 ,
8331,5.569E-02 -4.880E-01 1.727E+01 4.337E-02 -7.494E+00 -3.706E-01 ,
8332,5.177E-02 -7.429E-01 1.107E+01 -6.518E-02 -9.459E+00 2.486E-01 ,
8333,1.381E-01 -3.212E-01 3.211E+01 1.776E-01 -5.174E+00 -5.230E-01 ,
8334,-7.608E-03 1.929E-02 -3.328E+01 3.650E-02 -3.573E+00 3.495E-01 ,
8335,-3.855E+00 -1.871E+00 -4.356E+01 7.922E-01 -6.151E+00 -1.917E+00 ,
8336,1.331E-02 -4.577E-01 -1.407E+01 1.440E-01 -8.071E+00 1.164E-01 ,
8337,-3.930E-01 -1.409E-01 -3.582E+01 -1.035E-01 -3.914E+00 2.076E-01 ,
8338,2.590E-01 -3.136E-01 9.877E-01 2.142E-01 -9.512E+00 -1.431E-02 ,
8339,7.104E+00 5.869E+00 4.466E+01 -6.908E-01 -7.024E+00 -3.541E+00 ,
8340,4.067E-01 -1.280E-01 3.196E+01 1.909E-01 -5.909E+00 -1.616E-01 ,
8341,3.450E-01 9.739E-02 3.202E+01 9.371E-02 -5.678E+00 -1.950E-01 ,
8342,4.647E-01 -9.799E-02 3.307E+01 -8.018E-02 -5.269E+00 7.673E-01 ,
8343,9.570E-02 -9.561E-02 2.350E+01 -1.294E-01 -6.026E+00 5.189E-01 ,
8344,-3.579E-01 -4.334E-02 -3.489E+01 -2.041E-01 -4.731E+00 -6.455E-01 ,
8345,-5.023E-02 -9.581E-02 1.921E+01 -2.095E-02 -4.007E+00 7.936E-03 ,
8346,-1.377E-03 -4.355E-01 -1.891E+01 -6.714E-02 -3.621E+00 -1.513E-02 ,
8347,-8.251E-01 3.004E+00 2.041E+00 -1.906E-01 -3.755E+00 -4.861E-02 ,
8348,-3.383E+00 -8.076E-01 -1.177E+01 1.562E-01 1.118E-01 1.192E-01 ,
8349,1.559E+00 -2.966E-01 4.256E+01 -2.491E-02 -4.047E+00 1.780E-01 ,
8350,1.192E+01 2.818E+00 5.675E+01 4.258E-02 -6.801E+00 -1.006E+00 ,
8351,-6.959E-01 -4.042E-01 -3.341E+01 -1.682E-01 -5.481E+00 -1.995E-01 ,
8352,-5.035E-01 2.841E-01 -3.229E+01 -7.283E-02 -5.830E+00 2.062E-02 ,
8353,3.251E-01 -1.850E-01 1.811E+01 3.032E-02 -5.822E+00 -1.134E-01 ,
8354,-1.321E-01 -9.812E-01 -1.518E+01 -2.315E-01 -3.334E+00 7.384E-02 ,
8355,-1.710E-01 -9.784E-01 -1.444E+01 -2.506E-01 -2.936E+00 9.437E-02 ,
8356,-1.318E+00 3.147E-01 -3.559E+01 2.194E-01 -6.114E+00 2.461E-02 ,
8357,9.822E-02 -6.548E-01 -1.738E+01 1.110E-01 -4.656E+00 -1.402E-02 ,
8358,-2.471E+00 -3.048E+00 -2.842E+01 -1.118E+00 -6.856E+00 1.329E+00 ,
8359,1.836E-01 -3.281E-01 2.566E+01 -6.821E-02 -6.028E+00 2.943E-01 ,
8360,-4.564E-01 -7.426E-01 -1.543E+01 4.549E-02 -2.641E+00 1.438E-01 ,
8361,-1.051E+00 -8.958E-01 -1.846E+01 1.876E-02 -1.271E+00 6.407E-02 ,
8362,-4.295E-01 -1.164E+00 -1.331E+01 -4.677E-01 -2.802E+00 -1.020E-01 ,
8363,-2.313E-01 2.511E-01 -3.451E+01 1.642E-01 -4.832E+00 5.283E-01 ,
8364,8.980E-03 2.274E-01 1.123E+01 -5.463E-02 -5.933E+00 -5.995E-01 ,
8365,2.917E-01 2.107E+00 2.535E+00 8.046E-01 -8.347E+00 3.901E-01 ,
8366,-1.110E+00 -1.569E+00 -1.855E+01 1.375E+00 -8.154E+00 -1.979E-01 ,
8367,6.577E-01 8.249E-01 9.039E+00 1.213E+00 -7.683E+00 1.837E-01 ,
8368,-8.709E+00 -4.386E+00 -4.569E+01 5.021E-01 -7.658E+00 -1.756E+00 ,
8369,6.375E-02 -6.114E-01 -2.464E+00 1.301E-01 -9.679E+00 -5.306E-02 ,
8370,1.074E-02 -1.358E+00 -7.443E+00 3.308E-01 -5.998E+00 -8.359E-02 ,
8371,-1.694E-02 4.959E+00 2.227E+00 -3.885E-01 -6.791E+00 -1.881E-01 ,
8372,-2.008E-01 9.592E-01 6.090E+00 -1.075E-01 -5.945E+00 -4.272E-01 ,
8373,7.194E-02 -2.527E-01 1.524E+01 2.940E-02 -5.990E+00 -6.653E-02 ,
8374,-5.402E-02 7.105E-03 -2.956E+01 4.027E-02 -5.125E+00 -1.411E-01 ,
8375,-5.537E+00 -2.023E+00 -4.502E+01 5.140E-01 -6.569E+00 -1.617E+00 ,
8376,3.474E+00 2.218E+01 3.820E+00 9.144E-02 -1.167E+01 -2.459E-02 ,
8377,-6.252E-01 -1.198E+00 -1.068E+01 4.688E-01 -2.657E+00 2.555E-01 ,
8378,-1.180E+00 -9.539E-02 -4.795E+01 -3.492E-01 -3.639E+00 3.444E-01 ,
8379,3.974E-01 2.191E-01 3.141E+01 5.796E-02 -5.261E+00 1.498E-01 ,
8380,-2.299E+00 -7.954E-01 -4.370E+01 5.543E-01 -5.064E+00 -7.026E-01 ,
8381,9.694E-02 8.880E+00 2.031E+00 6.854E-01 -8.701E+00 -9.213E-02 ,
8382,1.902E+00 -8.494E-02 4.524E+01 3.788E-02 -3.678E+00 -1.239E-01 ,
8383,-4.036E-02 4.761E-01 -6.778E+00 1.291E+00 -8.978E+00 2.153E-02 ,
8384,-7.771E-01 1.942E-01 -3.220E+00 -1.066E+00 -4.230E+00 -5.845E-01 ,
8385,8.593E-02 1.247E+00 2.343E+00 1.133E-01 -1.036E+01 -1.911E-02 ,
8386,-1.016E+01 -4.836E+00 -4.551E+01 -1.637E-01 -8.364E+00 5.643E-01 ,
8387,-2.133E-01 2.990E-01 9.880E+00 -1.354E-02 -6.075E+00 -2.803E-01 ,
8388,4.849E-01 1.058E+01 1.947E+00 6.906E-02 -8.989E+00 -8.936E-02 ,
8389,4.307E-01 9.502E+00 1.999E+00 -3.360E-02 -8.414E+00 3.555E-02 ,
8390,1.290E+00 1.621E+01 1.506E+00 -3.550E-01 -8.683E+00 2.241E-01 ,
8391,7.425E-02 3.649E-01 1.008E+01 -7.334E-02 -7.164E+00 -4.836E-01 ,
8392,-1.687E-02 -2.479E-01 -2.538E+01 -1.497E-01 -5.284E+00 -2.500E-01 ,
8393,8.492E-02 3.804E-01 -2.737E+01 -5.761E-01 -6.349E+00 -3.446E-01 ,
8394,8.366E-02 8.589E-01 4.982E+00 -1.601E-02 -1.140E+01 3.265E-02 ,
8395,1.030E-02 -3.571E-01 2.429E+01 -1.315E-02 -5.662E+00 5.626E-02 ,
8396,2.262E-02 -9.230E-01 2.485E+00 1.543E-01 -1.063E+01 -1.419E-01 ,
8397,3.489E-02 -3.100E-01 -2.200E+01 7.612E-02 -4.389E+00 -1.034E-02 ,
8398,-4.315E-02 -8.550E-01 -1.443E+01 -1.748E-01 -6.594E+00 -5.180E-02 ,
8399,-3.141E-02 -1.724E-01 1.517E+01 1.911E-02 -5.004E+00 6.263E-01 ,
8400,-1.055E+01 -5.490E+00 -4.585E+01 1.958E-01 -8.089E+00 -1.351E+00 ,
8401,-3.448E+00 -2.956E+00 -1.829E+01 6.752E-01 -8.370E+00 -9.746E-01 ,
8402,-2.885E-03 -1.067E-02 3.194E+01 1.078E-01 -4.151E+00 -6.022E-01 ,
8403,2.359E-01 -1.224E-01 3.470E+01 -2.014E-01 -4.549E+00 2.895E-01 ,
8404,2.944E-01 -2.471E-01 9.891E+00 4.489E-01 -9.093E+00 -1.629E-01 ,
8405,4.371E+00 7.956E-02 4.923E+01 8.963E-02 -4.280E+00 1.373E-01 ,
8406,-6.782E-02 -1.815E-01 2.475E+01 -1.624E-01 -6.503E+00 3.767E-01 ,
8407,2.275E-01 -7.785E-02 3.090E+01 -9.582E-02 -4.911E+00 4.889E-01 ,
8408,2.395E-02 -1.961E-01 -2.343E+01 -5.876E-02 -3.206E+00 -4.049E-02 ,
8409,5.161E-02 -1.186E+00 -3.051E+00 3.298E-01 -7.606E+00 -4.648E-02 ,
8410,-3.904E-02 -1.650E-01 -2.922E+01 -5.035E-03 -4.925E+00 -2.603E-01 ,
8411,-2.060E-02 -7.198E-01 -1.659E+01 -1.846E-01 -3.578E+00 1.333E-01 ,
8412,3.555E-01 -1.962E-02 3.574E+01 -1.292E-02 -3.661E+00 7.787E-01 ,
8413,-3.942E-02 -1.573E+00 -7.757E+00 2.569E-01 -7.000E+00 -1.403E-01 ,
8414,3.458E-01 3.349E-02 2.384E+01 -4.191E-02 -4.090E+00 8.599E-01 ,
8415,-1.883E+00 -1.010E-01 -3.818E+01 -4.668E-02 -6.004E+00 6.583E-02 ,
8416,5.527E-02 -5.871E-01 1.168E+01 -2.491E-01 -9.028E+00 1.916E-01 ,
8417,6.183E-02 -5.942E-02 2.612E+01 -1.606E-01 -5.512E+00 6.459E-01 ,
8418,-5.035E-01 5.170E+00 1.944E+00 -4.239E-01 -6.076E+00 2.847E-02 ,
8419,-7.057E-02 2.466E+00 4.801E+00 2.304E-01 -7.868E+00 1.641E-01 ,
8420,-5.238E-02 -8.958E-01 6.864E+00 1.582E-02 -1.032E+01 -1.457E-01 ,
8421,2.693E-01 1.668E-01 1.258E+01 -9.927E-01 -8.490E+00 6.511E-02 ,
8422,-1.143E-01 -6.475E-01 -1.886E+01 -1.382E-01 -4.347E+00 9.792E-02 ,
8423,-1.798E-01 1.827E+00 4.626E+00 -1.892E-01 -6.751E+00 -2.476E-01 ,
8424,-1.652E-02 -1.043E+00 2.602E+00 2.244E-01 -9.838E+00 -1.223E-01 ,
8425,8.771E-01 1.871E+01 2.692E+00 3.605E-01 -1.062E+01 -5.346E-01 ,
8426,1.273E-01 -3.515E-01 3.326E+01 -3.110E-01 -5.198E+00 4.976E-01 ,
8427,-7.442E-01 1.397E+00 4.489E+00 4.927E-02 -4.583E+00 4.248E-02 ,
8428,-3.384E-02 2.917E+00 4.054E+00 2.911E-01 -7.102E+00 1.431E-01 ,
8429,-1.879E-02 -6.214E-01 1.035E+01 6.298E-02 -9.549E+00 -2.590E-01 ,
8430,-1.050E-01 -1.058E+00 -9.094E+00 1.310E-01 -8.221E+00 -7.202E-02 ,
8431,-1.904E-02 2.939E-01 -1.761E+01 7.722E-01 -8.175E+00 3.931E-01 ,
8432,4.926E-02 -7.794E-02 2.390E+01 -5.614E-02 -5.659E+00 4.964E-01 ,
8433,1.737E-01 -2.791E-01 1.422E+01 -5.070E-02 -8.250E+00 2.961E-01 ,
8434,-1.394E-01 5.498E+00 2.265E+00 -1.376E+00 -6.709E+00 -3.314E-01 ,
8435,-7.786E-01 7.392E-02 -3.740E+01 4.326E-01 -5.562E+00 1.286E-01 ,
8436,5.334E-02 -4.096E-02 2.342E+01 6.645E-02 -6.829E+00 -3.343E-01 ,
8437,-3.763E-03 -6.285E-01 -2.167E+01 -9.027E-02 -4.148E+00 1.192E-01 ,
8438,1.606E-02 -1.436E-01 1.516E+01 -1.898E-02 -6.673E+00 -4.350E-01 ,
8439,1.138E+01 8.229E+00 4.591E+01 -3.540E-01 -8.093E+00 -3.543E+00 ,
8440,-2.882E+00 2.529E+00 -3.554E+00 1.196E-01 -2.612E+00 -1.454E+00 ,
8441,2.779E+00 -5.639E-02 3.986E+01 -4.707E-01 -5.889E+00 1.795E-01 ,
8442,6.951E-01 1.573E-01 3.200E+01 -1.381E-01 -6.059E+00 6.451E-01 ,
8443,-6.171E-02 7.213E+00 1.927E+00 -4.489E-01 -7.084E+00 1.804E-02 ,
8444,7.663E-02 2.827E-02 -2.724E+01 4.932E-02 -3.488E+00 2.172E-01 ,
8445,-7.920E+00 -2.483E+00 -4.672E+01 5.026E-02 -7.409E+00 -2.748E-01 ,
8446,7.485E-02 -5.594E-01 -1.859E+01 -8.773E-02 -5.350E+00 -1.555E-02 ,
8447,2.085E-01 -4.632E-02 -2.118E+01 1.444E-01 -5.618E+00 1.659E-01 ,
8448,-5.955E-01 -9.486E-02 -3.148E+01 -5.675E-01 -6.067E+00 -2.934E-01 ,
8449,-1.151E-01 -2.197E-01 -2.602E+01 5.566E-03 -4.811E+00 -1.945E-01 ,
8450,2.244E-01 -5.231E-02 2.178E+01 9.201E-02 -5.688E+00 -5.000E-01 ,
8451,4.851E-01 1.013E+01 4.758E+00 1.331E+00 -1.044E+01 1.084E+00 ,
8452,-1.356E+00 -1.193E-01 -3.671E+01 -1.419E-01 -5.882E+00 -8.590E-02 ,
8453,1.178E-02 -1.517E-01 -1.937E+00 6.655E-01 -9.187E+00 -4.553E-03 ,
8454,7.914E-02 1.555E-01 5.944E+00 9.652E-01 -8.976E+00 -8.675E-02 ,
8455,9.416E+00 7.857E+00 3.157E+01 -3.004E-01 -7.956E+00 -1.705E+00 ,
8456,4.012E+00 3.529E+00 5.117E+01 -5.197E-01 -5.564E+00 -3.360E+00 ,
8457,1.789E+00 -1.554E-01 3.853E+01 -3.426E-02 -5.889E+00 -4.034E-01 ,
8458,1.582E-01 -3.229E-01 -3.567E-01 4.074E-01 -9.537E+00 -2.881E-02 ,
8459,-4.450E-01 -1.211E-01 -3.646E+01 -4.326E-01 -5.018E+00 -5.198E-01 ,
8460,1.100E-01 -2.796E-01 -9.920E+00 1.880E-01 -8.915E+00 8.530E-02 ,
8461,-3.460E-01 4.297E-02 -8.814E-01 7.048E-01 -6.975E+00 1.049E-01 ,
8462,1.740E-01 -3.147E-01 -2.275E+01 -9.876E-02 -4.472E+00 -3.918E-02 ,
8463,3.525E-01 -2.174E-01 3.524E+01 3.283E-01 -4.679E+00 -4.614E-01 ,
8464,-1.303E-01 5.746E-01 -2.537E+01 5.837E-01 -7.131E+00 4.458E-01 ,
8465,-4.356E+00 1.286E-01 -8.563E+00 -1.017E-01 -6.128E-01 -8.671E-01 ,
8466,-2.311E-01 -1.304E-01 -2.905E+01 -5.990E-01 -6.533E+00 -4.559E-01 ,
8467,-7.343E-01 2.303E-01 -4.022E+01 3.095E-01 -4.319E+00 4.028E-01 ,
8468,-1.335E-01 -1.057E-01 1.268E+01 -1.381E-02 -5.988E+00 -5.767E-01 ,
8469,1.556E-02 -4.938E-02 1.142E+01 -2.745E-02 -8.126E+00 -3.724E-01 ,
8470,-2.271E-01 -7.073E-03 -3.225E+01 3.197E-01 -5.269E+00 4.666E-01 ,
8471,-2.088E-01 6.637E+00 1.794E+00 -5.838E-01 -7.174E+00 5.577E-02 ,
8472,2.947E-01 5.149E-01 -1.849E+00 1.086E+00 -8.867E+00 -1.343E-02 ,
8473,6.644E-03 -4.772E-01 1.007E+01 -1.057E-01 -9.181E+00 3.088E-01 ,
8474,-2.728E-02 4.455E-02 -2.122E+01 -6.268E-01 -7.629E+00 -3.236E-01 ,
8475,-2.315E+00 -1.960E+00 -1.217E+01 -1.305E-01 -9.186E+00 1.653E-01 ,
8476,-6.945E+00 -4.666E+00 -2.940E+01 2.283E-01 -8.821E+00 -2.787E-01 ,
8477,3.512E-01 1.111E-01 3.064E+01 -6.531E-03 -5.378E+00 -1.472E-01 ,
8478,-1.787E+00 -8.335E-01 -1.428E+01 4.553E-01 -3.998E-01 6.230E-01 ,
8479,-5.159E+00 -4.041E-01 -4.361E+01 -7.119E-02 -6.769E+00 5.169E-01 ,
8480,4.433E-03 2.924E+00 4.716E+00 -1.993E-01 -8.910E+00 -1.294E-01 ,
8481,4.272E-01 1.024E+01 1.824E+00 1.219E-01 -8.792E+00 -4.562E-02 ,
8482,3.097E+00 1.793E+00 5.400E+01 -2.717E-01 -3.872E+00 -2.188E+00 ,
8483,-1.024E-02 -1.066E+00 -5.000E+00 -1.464E-01 -8.821E+00 2.690E-02 ,
8484,-1.202E+01 -8.125E+00 -4.723E+01 4.233E-01 -8.485E+00 -2.967E+00 ,
8485,5.700E-01 6.185E-01 2.605E+01 -8.146E-01 -7.345E+00 3.945E-01 ,
8486,2.237E-01 -8.455E-02 1.858E+01 3.155E-02 -4.829E+00 -8.605E-01 ,
8487,-1.836E+00 -2.840E-01 -4.118E+01 -1.003E-01 -4.751E+00 -1.815E-02 ,
8488,3.187E+00 2.160E+01 3.660E+00 2.494E-01 -1.117E+01 3.924E-01 ,
8489,-2.941E+00 -4.976E-03 -8.127E+00 6.151E-02 -1.083E+00 -1.205E+00 ,
8490,2.438E-01 1.074E+01 2.210E+00 -5.349E-01 -9.415E+00 9.096E-02 ,
8491,1.195E-02 9.826E-01 1.322E+00 -4.114E-01 -9.853E+00 -1.923E-01 ,
8492,2.354E+00 2.179E+01 1.807E+00 1.013E-01 -9.309E+00 -3.218E-01 ,
8493,2.607E-01 -3.384E-01 2.903E+01 -1.204E-02 -5.652E+00 -1.975E-01 ,
8494,5.931E-01 1.977E-01 2.897E+01 9.967E-02 -4.008E+00 -6.220E-01 ,
8495,-1.936E-01 -4.003E-02 -3.354E+01 -1.189E-01 -3.917E+00 -4.225E-01 ,
8496,9.065E-01 1.904E+00 1.304E+01 -1.272E+00 -6.409E+00 -8.409E-01 ,
8497,-1.645E-01 4.091E+00 3.559E+00 2.670E-01 -9.262E+00 8.461E-02 ,
8498,1.255E-03 -7.329E-01 -1.154E+01 -8.195E-02 -8.191E+00 6.568E-02 ,
8499,-1.671E+00 -1.119E+00 -1.165E+01 1.198E-01 -1.535E+00 5.229E-02 ,
8500,2.529E-01 -1.163E-02 -2.363E+01 3.150E-02 -4.891E+00 6.310E-02 ,
8501,6.259E-01 1.022E+01 3.579E+00 3.243E-01 -8.944E+00 7.644E-01 ,
8502,3.401E+00 3.906E+00 2.921E+01 -1.075E+00 -7.235E+00 -1.827E+00 ,
8503,6.765E-02 -2.785E-01 2.443E+01 -2.731E-02 -5.947E+00 6.914E-02 ,
8504,-2.606E-01 -2.272E-01 2.901E+00 -1.205E+00 -8.736E+00 5.325E-02 ,
8505,-1.563E+00 -1.203E-01 -3.805E+01 -2.369E-01 -5.419E+00 -2.619E-01 ,
8506,4.257E-03 -3.755E-01 2.224E+01 -6.593E-02 -5.505E+00 5.691E-01 ,
8507,4.788E-03 -9.107E-01 -5.634E+00 -5.314E-01 -4.903E+00 4.805E-03 ,
8508,-2.764E+00 -1.294E+00 -1.322E+01 -3.114E-03 -1.800E-02 -6.942E-02 ,
8509,-2.894E+00 -3.820E-01 -4.743E+01 -1.663E-01 -3.971E+00 1.887E-01 ,
8510,2.856E-01 -1.680E-01 2.402E+01 -1.198E-02 -4.249E+00 6.477E-01 ,
8511,-1.897E-01 8.035E-01 6.819E+00 1.345E-01 -5.642E+00 3.950E-01 ,
8512,1.018E-01 3.803E-01 6.323E+00 -2.361E-02 -1.029E+01 1.715E-01 ,
8513,3.433E+00 4.063E+00 1.919E+01 -9.677E-01 -6.286E+00 -1.951E+00 ,
8514,7.914E+00 7.139E+00 3.803E+01 6.162E-01 -7.375E+00 3.454E+00 ,
8515,-1.000E+00 2.829E+00 1.353E+00 3.868E-01 -3.035E+00 7.158E-02 ,
8516,1.358E+01 1.138E+01 4.288E+01 4.218E-01 -7.901E+00 3.783E+00 ,
8517,4.112E+00 4.671E+00 2.595E+01 9.146E-01 -7.168E+00 2.069E+00 ,
8518,8.041E-02 -1.979E-01 1.363E+01 5.655E-02 -6.248E+00 -1.852E-01 ,
8519,-2.925E-01 5.583E-01 -3.243E+01 -1.976E-01 -5.853E+00 -9.487E-02 ,
8520,1.965E-02 -2.999E-01 -2.266E+00 -5.131E-01 -9.401E+00 -9.972E-02 ,
