 Node ID, Tensor(Element Stresses (2D & 3D)),
279,-8.783E-01 1.990E+00 6.055E-02 -9.514E-01 -8.657E-01 3.572E-02 ,
280,-4.743E-01 1.913E-01 9.450E-02 -4.073E-01 -4.715E-01 2.675E-02 ,
281,-6.895E-01 1.043E-01 -5.600E-02 -4.813E-01 -2.512E-01 1.119E-03 ,
282,-9.277E-01 3.720E-01 9.610E-02 -5.995E-01 -2.739E-01 6.708E-03 ,
283,-1.155E+00 4.315E-01 9.408E-02 -5.275E-01 -3.078E-01 -4.682E-02 ,
284,-1.491E+00 5.066E-01 -4.280E-02 -4.758E-01 -2.738E-01 -2.086E-02 ,
285,-1.734E+00 4.509E-01 -5.257E-02 -5.065E-01 -2.392E-01 -3.164E-03 ,
286,-1.861E+00 5.693E-01 1.908E-02 -3.180E-01 -2.750E-01 -1.513E-02 ,
287,-7.227E-01 8.450E-01 -3.382E-02 -6.915E-01 -5.597E-01 -6.741E-03 ,
288,-1.984E+00 5.868E-01 6.318E-02 -2.103E-01 -3.143E-01 -7.408E-03 ,
289,-2.047E+00 4.021E-01 8.145E-02 -5.813E-02 -2.987E-01 2.788E-03 ,
290,-2.047E+00 3.035E-01 5.173E-02 7.103E-02 -2.874E-01 3.075E-02 ,
291,-1.943E+00 3.457E-01 1.566E-01 1.804E-01 -2.565E-01 1.868E-02 ,
292,-1.832E+00 4.791E-01 9.534E-02 3.267E-01 -3.315E-01 3.115E-02 ,
293,-1.733E+00 5.166E-01 5.394E-02 5.150E-01 -3.907E-01 9.334E-04 ,
294,-1.434E+00 5.232E-01 1.248E-01 5.458E-01 -3.028E-01 -2.901E-02 ,
295,1.551E+01 6.708E+01 4.832E+00 5.797E-01 -1.014E+01 1.227E-01 ,
296,1.637E+01 6.597E+01 1.936E+00 2.119E-01 -9.920E+00 -2.474E-01 ,
297,1.656E+01 6.703E+01 2.826E+00 -8.271E-01 -8.592E+00 1.147E+00 ,
298,1.371E+01 6.173E+01 4.665E+00 -5.661E-01 -1.036E+01 2.463E-01 ,
299,1.607E+01 6.693E+01 5.589E+00 6.997E-02 -1.099E+01 3.354E-02 ,
300,1.468E+01 6.305E+01 4.787E+00 1.093E-01 -1.169E+01 -1.780E-01 ,
301,1.438E+01 6.246E+01 4.711E+00 -2.651E-01 -9.923E+00 -4.305E-01 ,
302,-1.436E+00 1.317E+00 5.390E-02 7.848E-01 -6.921E-01 1.340E-02 ,
303,-1.121E+00 1.990E+00 2.063E-01 8.633E-01 -9.404E-01 5.208E-02 ,
304,-9.467E-01 4.176E+00 2.118E-01 1.182E+00 -1.199E+00 6.439E-03 ,
305,-1.529E+00 1.568E+00 1.641E-01 7.177E-01 -7.022E-01 -5.592E-02 ,
306,-1.795E+00 1.069E+00 1.442E-01 5.565E-01 -5.801E-01 -1.378E-02 ,
307,-9.974E-01 5.996E+00 6.997E-02 1.461E+00 -1.330E+00 -7.139E-02 ,
308,-1.944E+00 1.232E+00 3.737E-02 3.591E-01 -5.462E-01 5.350E-02 ,
309,-1.956E+00 1.168E+00 7.268E-02 1.624E-01 -4.369E-01 1.183E-02 ,
310,-6.021E-01 9.354E+00 2.220E-01 1.558E+00 -1.527E+00 -1.244E-02 ,
311,-5.018E-01 1.197E+01 2.051E-01 1.582E+00 -1.976E+00 -3.076E-02 ,
312,-3.082E-01 1.544E+01 2.131E-01 1.706E+00 -2.090E+00 -5.321E-02 ,
313,3.311E-02 1.981E+01 2.706E-01 1.702E+00 -2.287E+00 2.510E-02 ,
314,7.724E-01 2.485E+01 6.722E-01 1.603E+00 -2.921E+00 -7.314E-02 ,
315,-2.063E+00 1.215E+00 -2.650E-02 4.381E-03 -4.889E-01 -1.539E-03 ,
316,-2.042E+00 1.260E+00 -2.079E-03 -1.912E-01 -5.398E-01 4.457E-03 ,
317,1.405E+00 2.997E+01 6.255E-01 1.218E+00 -3.671E+00 -3.734E-01 ,
318,2.519E+00 3.554E+01 8.179E-01 9.300E-01 -4.250E+00 -3.096E-01 ,
319,4.347E+00 4.389E+01 8.270E-01 8.000E-01 -5.076E+00 -2.676E-01 ,
320,7.477E+00 5.435E+01 2.779E+00 -1.924E-01 -6.590E+00 -1.864E-01 ,
321,1.100E+01 6.410E+01 5.529E+00 -4.282E-01 -1.050E+01 -2.908E-01 ,
322,1.501E+01 7.258E+01 5.795E+00 -1.686E+00 -1.083E+01 9.107E-01 ,
323,1.454E+01 6.565E+01 3.896E+00 -8.092E-01 -9.317E+00 6.706E-01 ,
324,1.022E+01 5.687E+01 3.447E+00 -9.996E-01 -7.825E+00 2.182E-01 ,
325,7.188E+00 4.836E+01 1.341E+00 -3.308E-01 -5.730E+00 -1.183E+00 ,
326,4.093E+00 3.995E+01 8.010E-01 7.844E-01 -4.780E+00 -4.322E-01 ,
327,2.917E+00 3.416E+01 7.753E-01 5.840E-01 -3.561E+00 -3.032E-02 ,
328,1.282E+00 2.694E+01 4.212E-01 1.498E+00 -3.024E+00 -6.134E-02 ,
329,-1.946E+00 1.312E+00 -2.615E-02 -3.704E-01 -5.055E-01 -1.376E-02 ,
330,-1.851E+00 1.161E+00 -1.523E-01 -6.055E-01 -4.909E-01 7.336E-02 ,
331,-1.613E+00 1.316E+00 -5.535E-02 -6.557E-01 -5.346E-01 -5.716E-03 ,
332,-1.427E+00 1.155E+00 6.468E-02 -7.041E-01 -5.714E-01 5.208E-04 ,
333,-1.102E+00 1.061E+00 1.405E-01 -8.610E-01 -5.951E-01 3.208E-02 ,
334,5.160E-01 2.253E+01 5.918E-01 1.903E+00 -2.196E+00 -3.184E-02 ,
335,1.490E-01 1.772E+01 3.259E-01 1.650E+00 -2.025E+00 8.573E-02 ,
336,-3.282E-01 1.390E+01 3.752E-01 1.491E+00 -1.972E+00 9.984E-02 ,
337,-7.837E-01 1.014E+01 2.396E-01 1.404E+00 -1.785E+00 -5.820E-02 ,
338,-1.118E+00 7.117E+00 8.534E-02 1.369E+00 -1.522E+00 -2.935E-02 ,
339,-1.278E+00 5.018E+00 2.032E-02 1.170E+00 -1.153E+00 -6.524E-02 ,
340,-1.325E+00 3.325E+00 -1.871E-02 1.011E+00 -1.032E+00 -4.408E-02 ,
341,-1.076E+00 2.376E+00 1.486E-01 -9.546E-01 -8.954E-01 -9.746E-03 ,
342,-9.710E-01 4.692E+00 1.211E-01 -1.160E+00 -1.303E+00 -1.574E-02 ,
343,-9.551E-01 7.338E+00 3.724E-02 -1.596E+00 -1.454E+00 9.581E-03 ,
344,-5.650E-01 1.056E+01 1.334E-01 -1.785E+00 -1.606E+00 1.654E-02 ,
345,-3.121E-01 1.445E+01 3.576E-01 -1.913E+00 -1.928E+00 1.328E-01 ,
346,-2.969E-01 1.791E+01 1.702E-01 -1.809E+00 -2.423E+00 3.232E-01 ,
347,1.209E-01 2.146E+01 4.552E-01 -1.637E+00 -2.773E+00 1.853E-01 ,
348,5.103E-01 2.573E+01 4.060E-01 -1.255E+00 -3.130E+00 1.849E-01 ,
349,1.248E+00 3.252E+01 7.218E-01 -1.395E+00 -3.597E+00 4.154E-01 ,
350,2.582E+00 4.085E+01 1.198E+00 -7.649E-01 -4.579E+00 3.381E-01 ,
351,5.139E+00 5.469E+01 6.031E-01 5.811E-02 -5.556E+00 3.627E-01 ,
352,7.506E+00 5.715E+01 4.933E-01 8.625E-02 -7.339E+00 8.758E-01 ,
353,1.050E+01 5.948E+01 3.039E+00 9.903E-01 -8.802E+00 -8.927E-01 ,
354,1.109E+01 5.612E+01 2.966E+00 -2.816E-01 -8.880E+00 -1.081E-01 ,
355,1.119E+01 5.375E+01 2.022E+00 7.035E-01 -7.471E+00 1.354E-01 ,
356,3.983E+00 4.428E+01 1.218E+00 -3.461E-01 -5.438E+00 6.285E-01 ,
357,5.986E+00 4.895E+01 6.511E-01 -7.779E-01 -6.174E+00 4.771E-01 ,
358,6.556E+00 4.391E+01 1.928E+00 -1.701E-01 -6.318E+00 -4.273E-01 ,
359,7.166E+00 4.440E+01 1.610E+00 5.197E-01 -5.201E+00 -1.595E-01 ,
360,1.206E+01 5.460E+01 2.032E+00 3.052E-01 -6.965E+00 2.707E-01 ,
361,8.009E+00 4.352E+01 2.032E+00 1.375E-01 -5.438E+00 9.369E-02 ,
362,1.014E+01 5.187E+01 1.902E+00 -8.022E-01 -7.151E+00 6.888E-01 ,
363,7.938E+00 4.398E+01 1.708E+00 -3.213E-01 -5.397E+00 2.617E-01 ,
364,1.137E+01 5.482E+01 3.510E+00 -6.879E-02 -6.955E+00 2.851E-01 ,
365,1.232E+01 5.648E+01 2.922E+00 -6.319E-01 -8.347E+00 -2.429E-01 ,
366,1.141E+01 5.549E+01 3.850E+00 1.162E-01 -7.719E+00 -4.106E-01 ,
367,8.631E+00 4.713E+01 2.082E+00 -2.520E-01 -4.876E+00 1.927E-01 ,
368,2.289E+00 3.564E+01 1.193E+00 -1.388E+00 -4.001E+00 4.069E-01 ,
369,4.227E+00 3.781E+01 1.842E+00 -9.982E-01 -4.944E+00 2.932E-01 ,
370,1.748E+00 2.941E+01 6.316E-01 -1.578E+00 -3.303E+00 8.240E-02 ,
371,4.403E-01 2.391E+01 1.655E-01 -1.651E+00 -3.042E+00 3.206E-01 ,
372,-1.423E-01 2.023E+01 4.060E-01 -1.628E+00 -2.389E+00 3.623E-01 ,
373,-4.742E-01 1.591E+01 1.129E-01 -1.878E+00 -2.026E+00 2.119E-01 ,
374,-5.173E-01 1.180E+01 2.231E-01 -1.791E+00 -1.600E+00 4.712E-02 ,
375,-7.241E-01 8.955E+00 5.318E-02 -1.566E+00 -1.494E+00 -2.510E-02 ,
376,-8.113E-01 6.715E+00 1.148E-01 -1.411E+00 -1.440E+00 6.350E-02 ,
377,3.121E+00 3.285E+01 1.361E+00 -1.410E+00 -3.644E+00 1.785E-01 ,
378,1.681E+00 2.781E+01 3.164E-01 -1.579E+00 -2.998E+00 3.058E-01 ,
379,3.668E-01 2.251E+01 4.883E-02 -1.642E+00 -2.702E+00 2.812E-01 ,
380,-2.006E-01 1.763E+01 3.310E-01 -1.649E+00 -2.193E+00 1.721E-01 ,
381,-2.181E-01 1.449E+01 2.976E-01 -1.690E+00 -1.891E+00 5.157E-02 ,
382,-6.557E-01 1.095E+01 8.783E-02 -1.474E+00 -1.602E+00 -6.522E-02 ,
383,-8.406E-01 8.255E+00 1.460E-01 -1.338E+00 -1.457E+00 7.021E-02 ,
384,7.911E+00 4.465E+01 1.531E+00 1.708E-01 -6.145E+00 2.067E-01 ,
385,8.465E+00 4.633E+01 1.899E+00 -3.906E-02 -6.104E+00 5.145E-02 ,
386,1.013E+01 5.294E+01 2.767E+00 4.583E-01 -6.989E+00 -7.641E-01 ,
387,6.183E+00 4.327E+01 2.117E+00 9.698E-01 -4.550E+00 -7.957E-01 ,
388,7.547E+00 4.494E+01 1.862E+00 4.259E-01 -6.259E+00 -4.057E-01 ,
389,4.210E+00 3.529E+01 1.263E+00 7.715E-01 -3.885E+00 2.373E-01 ,
390,2.357E+00 2.950E+01 6.718E-01 1.094E+00 -3.183E+00 -1.086E-01 ,
391,1.154E+00 2.415E+01 7.325E-01 1.252E+00 -2.638E+00 -2.313E-01 ,
392,6.253E-01 2.018E+01 3.595E-01 1.155E+00 -2.346E+00 8.573E-02 ,
393,4.521E-02 1.664E+01 1.917E-01 1.332E+00 -2.143E+00 6.353E-02 ,
394,-5.655E-01 1.209E+01 2.465E-01 1.206E+00 -2.041E+00 9.759E-03 ,
395,-9.342E-01 8.916E+00 3.394E-01 1.223E+00 -1.748E+00 4.782E-02 ,
396,-1.315E+00 5.921E+00 1.496E-01 8.771E-01 -1.320E+00 1.365E-02 ,
397,-1.508E+00 3.651E+00 5.632E-02 8.114E-01 -1.060E+00 5.037E-03 ,
398,-1.567E+00 2.343E+00 1.603E-01 6.645E-01 -8.229E-01 -1.315E-03 ,
399,-1.696E+00 2.378E+00 1.644E-01 4.667E-01 -8.074E-01 7.130E-02 ,
400,-1.846E+00 2.591E+00 6.082E-02 3.898E-01 -8.285E-01 2.995E-02 ,
401,-1.997E+00 2.526E+00 -1.453E-02 4.548E-02 -7.810E-01 1.767E-02 ,
402,-1.957E+00 2.154E+00 1.861E-01 -7.496E-02 -7.212E-01 -2.847E-02 ,
403,-1.919E+00 2.107E+00 1.821E-01 -2.797E-01 -6.775E-01 -4.682E-02 ,
404,-1.815E+00 2.071E+00 8.769E-02 -5.673E-01 -6.378E-01 -1.726E-02 ,
405,-1.528E+00 2.585E+00 4.887E-02 -7.278E-01 -7.575E-01 2.958E-02 ,
406,-1.544E+00 2.229E+00 1.684E-01 -8.780E-01 -7.526E-01 2.795E-03 ,
407,-1.169E+00 4.129E+00 1.636E-01 -1.094E+00 -1.171E+00 7.517E-02 ,
408,-1.166E+00 5.925E+00 6.077E-02 -1.082E+00 -1.162E+00 3.285E-02 ,
409,-1.568E+00 3.687E+00 1.329E-01 -1.020E+00 -8.633E-01 3.129E-04 ,
410,-1.568E+00 4.099E+00 8.128E-03 7.067E-01 -1.005E+00 4.702E-02 ,
411,-1.545E+00 3.975E+00 1.449E-01 5.029E-01 -1.025E+00 4.245E-02 ,
412,-1.854E+00 3.613E+00 1.358E-01 2.366E-01 -9.703E-01 2.855E-03 ,
413,-1.739E+00 3.865E+00 1.567E-01 -6.218E-02 -1.014E+00 2.944E-03 ,
414,-1.757E+00 3.876E+00 1.015E-01 -2.632E-01 -9.839E-01 -1.190E-02 ,
415,-1.761E+00 3.676E+00 1.445E-01 -4.735E-01 -8.248E-01 -3.313E-02 ,
416,-1.562E+00 3.695E+00 1.318E-01 -6.599E-01 -8.326E-01 9.838E-03 ,
417,-1.334E+00 5.873E+00 1.183E-01 -9.988E-01 -9.986E-01 2.400E-02 ,
418,-9.255E-01 7.649E+00 1.365E-01 -1.192E+00 -1.212E+00 8.190E-02 ,
419,-8.795E-01 9.527E+00 1.546E-01 -1.085E+00 -1.525E+00 9.589E-03 ,
420,-5.159E-01 1.317E+01 2.097E-01 -1.175E+00 -1.760E+00 3.429E-02 ,
421,1.191E-01 1.640E+01 4.938E-01 -1.397E+00 -2.030E+00 1.801E-01 ,
422,-1.452E+00 5.846E+00 1.117E-01 -7.451E-01 -1.145E+00 4.755E-02 ,
423,-1.526E+00 5.923E+00 3.675E-02 -3.706E-01 -1.176E+00 1.816E-02 ,
424,-1.503E+00 5.796E+00 9.931E-02 -6.730E-02 -1.212E+00 -5.839E-02 ,
425,6.134E-01 2.015E+01 1.829E-01 -1.180E+00 -2.557E+00 1.094E-01 ,
426,-1.488E+00 5.805E+00 1.849E-01 1.391E-01 -1.259E+00 2.949E-03 ,
427,1.910E+00 2.647E+01 4.568E-01 -1.277E+00 -3.071E+00 2.690E-01 ,
428,-1.403E+00 5.593E+00 2.035E-01 3.580E-01 -1.250E+00 -1.072E-02 ,
429,-1.539E+00 5.655E+00 4.524E-02 6.945E-01 -9.886E-01 2.447E-02 ,
430,-9.313E-01 8.088E+00 4.012E-01 9.067E-01 -1.532E+00 -5.168E-02 ,
431,-9.245E-01 1.025E+01 1.034E-01 8.357E-01 -1.924E+00 -8.210E-02 ,
432,2.634E+00 2.925E+01 8.794E-01 -5.488E-01 -3.839E+00 2.974E-01 ,
433,-1.238E-01 1.460E+01 6.302E-02 9.174E-01 -2.060E+00 -3.924E-02 ,
434,5.128E-01 1.844E+01 2.189E-03 8.412E-01 -2.451E+00 -9.336E-02 ,
435,1.676E+00 2.310E+01 3.805E-01 9.398E-01 -2.629E+00 -7.911E-02 ,
436,1.808E+00 2.586E+01 4.248E-01 9.427E-01 -2.797E+00 -1.697E-01 ,
437,4.087E+00 3.325E+01 1.292E+00 8.262E-01 -2.818E+00 -7.867E-02 ,
438,6.201E+00 4.015E+01 1.416E+00 4.874E-01 -4.634E+00 8.683E-02 ,
439,4.748E+00 3.752E+01 1.459E+00 -5.987E-01 -4.912E+00 -1.881E-02 ,
440,4.992E+00 3.738E+01 1.116E+00 -1.270E-01 -4.747E+00 3.488E-02 ,
441,3.982E+00 3.365E+01 1.094E+00 -4.013E-01 -4.468E+00 6.575E-02 ,
442,5.555E+00 3.633E+01 1.547E+00 1.440E-01 -4.611E+00 1.015E-01 ,
443,6.097E+00 3.769E+01 1.074E+00 -1.612E-01 -4.643E+00 -1.365E-01 ,
444,1.897E+00 2.616E+01 6.528E-01 -5.147E-01 -3.585E+00 -1.847E-02 ,
445,5.886E+00 3.753E+01 1.456E+00 -2.413E-01 -4.336E+00 2.652E-01 ,
446,1.463E+00 2.255E+01 7.411E-01 -9.518E-01 -2.911E+00 1.134E-01 ,
447,3.235E-01 1.817E+01 2.546E-01 -8.505E-01 -2.351E+00 2.968E-01 ,
448,6.317E+00 3.987E+01 2.047E+00 -5.926E-02 -4.877E+00 -1.210E-01 ,
449,4.426E+00 3.468E+01 1.148E+00 2.373E-01 -3.749E+00 -3.307E-01 ,
450,2.836E+00 2.944E+01 5.087E-01 4.787E-01 -3.067E+00 1.879E-01 ,
451,1.500E+00 2.389E+01 3.235E-01 4.189E-01 -2.771E+00 4.537E-02 ,
452,9.892E-01 2.035E+01 2.999E-01 6.224E-01 -2.459E+00 -2.848E-01 ,
453,2.435E-01 1.629E+01 2.126E-01 6.858E-01 -2.120E+00 -1.666E-01 ,
454,-4.460E-01 1.235E+01 1.216E-01 7.834E-01 -1.865E+00 -3.047E-02 ,
455,-1.263E-01 1.528E+01 2.133E-01 -1.150E+00 -1.832E+00 1.166E-01 ,
456,-9.138E-01 1.143E+01 -6.633E-03 -9.931E-01 -1.598E+00 4.961E-02 ,
457,-1.292E+00 7.974E+00 2.985E-02 -7.929E-01 -1.372E+00 5.048E-02 ,
458,-1.371E+00 7.535E+00 3.109E-01 -6.134E-01 -1.400E+00 2.263E-02 ,
459,-7.554E-01 1.034E+01 2.555E-01 -6.893E-01 -1.660E+00 -2.747E-02 ,
460,-4.096E-01 1.335E+01 2.322E-02 -6.760E-01 -1.773E+00 8.740E-02 ,
461,2.840E-01 1.690E+01 3.579E-01 -7.060E-01 -2.077E+00 2.369E-01 ,
462,-1.186E+00 7.676E+00 2.985E-01 -2.523E-01 -1.458E+00 -2.120E-02 ,
463,9.409E-01 2.054E+01 4.405E-01 -5.584E-01 -2.628E+00 1.028E-01 ,
464,2.117E+00 2.547E+01 6.255E-01 -4.559E-01 -2.999E+00 5.325E-02 ,
465,-7.028E-01 1.069E+01 4.176E-01 -3.161E-01 -1.732E+00 -2.571E-02 ,
466,-1.187E+00 8.078E+00 2.230E-01 -3.116E-02 -1.488E+00 2.154E-02 ,
467,-6.976E-01 1.125E+01 2.739E-01 -1.612E-01 -1.796E+00 1.141E-02 ,
468,-1.154E+00 7.823E+00 1.024E-01 2.277E-01 -1.433E+00 -3.017E-02 ,
469,-1.252E+00 7.575E+00 2.016E-01 5.347E-01 -1.334E+00 -9.383E-02 ,
470,-1.182E+00 9.298E+00 1.447E-01 6.816E-01 -1.704E+00 -5.361E-02 ,
471,-9.460E-01 1.018E+01 -2.758E-02 5.176E-01 -1.768E+00 -5.242E-02 ,
472,-7.752E-01 1.078E+01 5.502E-02 1.396E-01 -1.718E+00 -3.523E-02 ,
473,3.677E+00 3.147E+01 1.165E+00 -5.272E-01 -3.744E+00 7.179E-02 ,
474,4.398E+00 3.207E+01 1.288E+00 2.871E-01 -3.878E+00 -1.655E-01 ,
475,4.644E+00 3.239E+01 1.212E+00 -2.861E-01 -3.973E+00 1.090E-01 ,
476,4.182E+00 3.168E+01 1.215E+00 2.996E-02 -3.476E+00 1.539E-01 ,
477,2.357E+00 2.575E+01 3.850E-01 2.885E-01 -3.103E+00 3.159E-01 ,
478,2.905E+00 2.689E+01 6.988E-01 6.586E-02 -3.302E+00 8.687E-02 ,
479,3.166E+00 2.797E+01 1.086E+00 -2.007E-02 -3.030E+00 -2.276E-02 ,
480,1.284E+00 2.152E+01 4.390E-01 2.798E-01 -2.567E+00 1.369E-01 ,
481,1.815E+00 2.280E+01 4.941E-01 -3.000E-02 -2.622E+00 1.765E-01 ,
482,1.896E+00 2.315E+01 5.256E-01 -2.528E-01 -2.737E+00 -1.007E-02 ,
483,6.269E-01 1.753E+01 2.632E-01 4.181E-01 -2.203E+00 -1.434E-01 ,
484,6.035E-01 1.907E+01 -5.876E-03 -1.724E-02 -2.308E+00 5.756E-02 ,
485,7.941E-01 1.933E+01 3.003E-01 -2.537E-01 -2.253E+00 1.734E-01 ,
486,-6.620E-02 1.435E+01 2.949E-01 -2.792E-01 -1.940E+00 2.632E-02 ,
487,-1.846E-01 1.396E+01 5.585E-02 3.985E-01 -1.931E+00 -4.894E-02 ,
488,-1.092E-01 1.464E+01 7.382E-02 8.402E-02 -1.995E+00 -2.427E-02 ,
489,1.799E-02 1.610E+01 -2.062E-02 -8.179E-02 -2.154E+00 2.713E-03 ,
490,-4.214E+01 -3.802E+01 -1.055E+02 1.649E+00 -1.594E+01 2.102E+01 ,
491,-5.474E+01 -5.474E+01 -1.096E+02 9.703E-17 -2.532E+01 1.782E+01 ,
492,-4.723E+01 -4.795E+01 -1.017E+02 9.485E-02 -2.301E+01 1.407E+01 ,
493,-5.203E+01 -5.171E+01 -1.065E+02 9.076E-01 -2.672E+01 1.129E+01 ,
494,-5.654E+01 -5.654E+01 -1.132E+02 -8.853E-17 -3.084E+01 9.784E+00 ,
495,-5.110E+01 -5.032E+01 -1.068E+02 -2.114E-02 -2.743E+01 7.522E+00 ,
496,-5.797E+01 -5.797E+01 -1.161E+02 -3.289E-17 -3.144E+01 6.218E+00 ,
497,-5.227E+01 -5.157E+01 -1.090E+02 -3.388E-01 -2.701E+01 4.371E+00 ,
498,-5.615E+01 -5.569E+01 -1.146E+02 8.750E-01 -2.985E+01 3.056E+00 ,
499,-6.038E+01 -6.038E+01 -1.209E+02 -1.292E-16 -3.389E+01 1.749E+00 ,
500,-5.363E+01 -5.241E+01 -1.110E+02 -1.849E-01 -2.941E+01 9.478E-03 ,
501,-5.888E+01 -5.888E+01 -1.179E+02 -2.541E-21 -3.315E+01 -6.318E-01 ,
502,-5.494E+01 -5.504E+01 -1.128E+02 -7.366E-01 -3.041E+01 -2.579E+00 ,
503,-5.126E+01 -5.039E+01 -1.077E+02 -2.888E-02 -2.662E+01 -4.296E+00 ,
504,-5.805E+01 -5.805E+01 -1.163E+02 3.273E-17 -3.023E+01 -6.175E+00 ,
505,-5.110E+01 -5.045E+01 -1.072E+02 -1.655E-02 -2.654E+01 -7.812E+00 ,
506,-5.523E+01 -5.523E+01 -1.106E+02 -5.159E-17 -2.947E+01 -9.802E+00 ,
507,-3.919E+01 -3.316E+01 -9.158E+01 -4.037E-01 -1.880E+01 -1.151E+01 ,
508,-5.058E+01 -5.179E+01 -1.062E+02 6.929E-01 -2.459E+01 -1.520E+01 ,
509,-5.520E+01 -5.520E+01 -1.106E+02 0.000E+00 -2.614E+01 -1.913E+01 ,
510,-4.445E+01 -4.074E+01 -1.114E+02 -2.427E+00 -1.707E+01 -2.281E+01 ,
511,-4.934E+01 -4.697E+01 -1.041E+02 1.509E+00 -9.247E+00 -2.434E+01 ,
512,-4.115E+01 -4.031E+01 -8.674E+01 1.285E+00 -5.487E+00 -2.132E+01 ,
513,-3.433E+01 -3.399E+01 -7.225E+01 1.015E+00 -3.121E+00 -1.846E+01 ,
514,-2.888E+01 -2.865E+01 -6.077E+01 8.639E-01 -1.379E+00 -1.601E+01 ,
515,-2.310E+01 -2.346E+01 -4.926E+01 9.405E-01 -9.882E-03 -1.299E+01 ,
516,-1.794E+01 -1.824E+01 -3.858E+01 8.049E-01 7.473E-01 -1.010E+01 ,
517,-1.298E+01 -1.335E+01 -2.863E+01 7.548E-01 1.554E+00 -7.419E+00 ,
518,-8.087E+00 -8.617E+00 -1.880E+01 7.327E-01 2.138E+00 -4.795E+00 ,
519,-3.481E+00 -4.188E+00 -9.135E+00 6.160E-01 2.345E+00 -2.270E+00 ,
520,1.990E+00 1.073E+00 1.342E+00 7.620E-01 2.348E+00 6.013E-01 ,
521,2.906E+00 3.661E+00 8.217E+00 6.917E-01 2.411E+00 1.962E+00 ,
522,6.785E+00 7.667E+00 1.757E+01 3.810E-01 1.526E+00 4.411E+00 ,
523,1.720E+01 1.611E+01 3.282E+01 4.743E-01 1.206E+00 8.974E+00 ,
524,2.166E+01 2.054E+01 4.207E+01 3.849E-01 2.109E-01 1.117E+01 ,
525,1.688E+01 1.853E+01 4.247E+01 2.459E-01 -1.354E+00 1.061E+01 ,
526,2.801E+01 2.832E+01 5.951E+01 9.855E-01 -1.785E+00 1.510E+01 ,
527,3.477E+01 3.422E+01 7.319E+01 1.028E+00 -3.571E+00 1.814E+01 ,
528,4.206E+01 4.109E+01 8.830E+01 1.204E+00 -5.911E+00 2.066E+01 ,
529,3.091E+01 3.156E+01 9.306E+01 -8.673E-01 -1.317E+01 1.958E+01 ,
530,4.618E+01 5.245E+01 1.113E+02 -3.005E+00 -2.083E+01 2.166E+01 ,
531,4.868E+01 5.139E+01 1.054E+02 5.275E-01 -2.290E+01 1.830E+01 ,
532,3.839E+01 3.582E+01 8.868E+01 -9.144E-01 -1.926E+01 1.489E+01 ,
533,5.072E+01 5.127E+01 1.053E+02 7.442E-01 -2.449E+01 1.114E+01 ,
534,3.901E+01 3.352E+01 8.940E+01 -5.407E-01 -1.893E+01 9.657E+00 ,
535,5.273E+01 5.374E+01 1.088E+02 3.206E-01 -2.687E+01 6.433E+00 ,
536,5.272E+01 5.319E+01 1.078E+02 3.752E-01 -2.680E+01 5.516E+00 ,
537,5.281E+01 5.341E+01 1.080E+02 2.939E-01 -2.615E+01 3.847E+00 ,
538,4.131E+01 3.656E+01 9.127E+01 -9.162E-02 -2.052E+01 2.782E+00 ,
539,5.518E+01 5.455E+01 1.126E+02 -9.710E-01 -2.722E+01 2.310E+00 ,
540,5.532E+01 5.577E+01 1.141E+02 6.992E-01 -2.817E+01 -4.724E-01 ,
541,5.426E+01 5.451E+01 1.109E+02 4.861E-01 -2.691E+01 -1.668E+00 ,
542,4.164E+01 3.520E+01 9.355E+01 -7.494E-01 -2.064E+01 -2.074E+00 ,
543,5.533E+01 5.542E+01 1.134E+02 6.970E-01 -2.706E+01 -4.646E+00 ,
544,5.383E+01 5.448E+01 1.102E+02 3.109E-01 -2.625E+01 -5.887E+00 ,
545,5.232E+01 5.309E+01 1.079E+02 4.495E-01 -2.569E+01 -7.628E+00 ,
546,5.089E+01 5.168E+01 1.052E+02 4.892E-01 -2.475E+01 -9.754E+00 ,
547,4.906E+01 4.995E+01 1.021E+02 6.006E-01 -2.345E+01 -1.203E+01 ,
548,4.603E+01 4.772E+01 9.853E+01 7.980E-01 -2.208E+01 -1.539E+01 ,
549,4.810E+01 5.075E+01 1.050E+02 -8.439E-01 -2.141E+01 -1.778E+01 ,
550,5.165E+01 5.002E+01 1.139E+02 3.026E+00 -1.864E+01 -2.467E+01 ,
551,4.874E+01 4.624E+01 1.028E+02 -1.444E+00 -1.016E+01 -2.430E+01 ,
552,4.082E+01 3.973E+01 8.635E+01 -1.356E+00 -6.053E+00 -2.137E+01 ,
553,3.445E+01 3.421E+01 7.272E+01 -1.092E+00 -3.382E+00 -1.821E+01 ,
554,2.036E+01 2.313E+01 5.256E+01 -5.076E-01 -1.790E+00 -1.264E+01 ,
555,1.703E+01 1.947E+01 4.516E+01 6.787E-02 -8.674E-01 -1.111E+01 ,
556,1.871E+01 1.908E+01 4.042E+01 -8.437E-01 1.247E+00 -1.075E+01 ,
557,1.344E+01 1.416E+01 2.940E+01 -7.179E-01 1.659E+00 -7.939E+00 ,
558,7.584E+00 8.480E+00 1.873E+01 -2.533E-01 1.304E+00 -4.846E+00 ,
559,3.289E+00 4.120E+00 9.323E+00 -7.888E-01 2.336E+00 -2.072E+00 ,
